dataset,network_seed,row_position,subject_id,item_1,item_2,pair_accuracy,error_proportion,displayed_as_error
human,,27,31,D,E,0.7,0.3,false
human,,27,31,D,F,0.1,0.9,true
human,,27,31,D,G,0.3,0.7,true
human,,27,31,D,H,1,0,false
human,,27,31,E,F,0.2,0.8,true
human,,27,31,E,G,0.2,0.8,true
human,,27,31,E,H,0.9,0.1,false
human,,27,31,F,G,0.7,0.3,false
human,,27,31,F,H,1,0,false
human,,27,31,G,H,1,0,false
human,,28,32,A,B,1,0,false
human,,28,32,A,C,1,0,false
human,,28,32,A,D,1,0,false
human,,28,32,A,E,1,0,false
human,,28,32,A,F,1,0,false
human,,28,32,A,G,1,0,false
human,,28,32,A,H,1,0,false
human,,28,32,B,C,1,0,false
human,,28,32,B,D,1,0,false
human,,28,32,B,E,1,0,false
human,,28,32,B,F,1,0,false
human,,28,32,B,G,1,0,false
human,,28,32,B,H,1,0,false
human,,28,32,C,D,1,0,false
human,,28,32,C,E,1,0,false
human,,28,32,C,F,1,0,false
human,,28,32,C,G,1,0,false
human,,28,32,C,H,1,0,false
human,,28,32,D,E,0,1,true
human,,28,32,D,F,0.8,0.2,false
human,,28,32,D,G,1,0,false
human,,28,32,D,H,1,0,false
human,,28,32,E,F,0.9,0.1,false
human,,28,32,E,G,1,0,false
human,,28,32,E,H,1,0,false
human,,28,32,F,G,0.9,0.1,false
human,,28,32,F,H,1,0,false
human,,28,32,G,H,1,0,false
human,,29,33,A,B,0.8,0.2,false
human,,29,33,A,C,1,0,false
human,,29,33,A,D,0.8,0.2,false
human,,29,33,A,E,1,0,false
human,,29,33,A,F,1,0,false
human,,29,33,A,G,1,0,false
human,,29,33,A,H,1,0,false
human,,29,33,B,C,0.9,0.1,false
human,,29,33,B,D,0.9,0.1,false
human,,29,33,B,E,1,0,false
human,,29,33,B,F,1,0,false
human,,29,33,B,G,1,0,false
human,,29,33,B,H,1,0,false
human,,29,33,C,D,0.4,0.6,true
human,,29,33,C,E,1,0,false
human,,29,33,C,F,1,0,false
human,,29,33,C,G,0.8,0.2,false
human,,29,33,C,H,1,0,false
human,,29,33,D,E,1,0,false
human,,29,33,D,F,1,0,false
human,,29,33,D,G,0.8,0.2,false
human,,29,33,D,H,1,0,false
human,,29,33,E,F,0.7,0.3,false
human,,29,33,E,G,0,1,true
human,,29,33,E,H,1,0,false
human,,29,33,F,G,0.1,0.9,true
human,,29,33,F,H,0.9,0.1,false
human,,29,33,G,H,1,0,false
human,,30,34,A,B,1,0,false
human,,30,34,A,C,1,0,false
human,,30,34,A,D,1,0,false
human,,30,34,A,E,1,0,false
human,,30,34,A,F,1,0,false
human,,30,34,A,G,1,0,false
human,,30,34,A,H,1,0,false
human,,30,34,B,C,0.7,0.3,false
human,,30,34,B,D,1,0,false
human,,30,34,B,E,1,0,false
human,,30,34,B,F,1,0,false
human,,30,34,B,G,1,0,false
human,,30,34,B,H,1,0,false
human,,30,34,C,D,0.9,0.1,false
human,,30,34,C,E,1,0,false
human,,30,34,C,F,1,0,false
human,,30,34,C,G,1,0,false
human,,30,34,C,H,1,0,false
human,,30,34,D,E,0.9,0.1,false
human,,30,34,D,F,1,0,false
human,,30,34,D,G,1,0,false
human,,30,34,D,H,1,0,false
human,,30,34,E,F,0.7,0.3,false
human,,30,34,E,G,1,0,false
human,,30,34,E,H,1,0,false
human,,30,34,F,G,1,0,false
human,,30,34,F,H,0.8,0.2,false
human,,30,34,G,H,0,1,true
human,,31,35,A,B,0.9,0.1,false
human,,31,35,A,C,0.8,0.2,false
human,,31,35,A,D,0.9,0.1,false
human,,31,35,A,E,0.8,0.2,false
human,,31,35,A,F,0.8,0.2,false
human,,31,35,A,G,0.9,0.1,false
human,,31,35,A,H,0.9,0.1,false
human,,31,35,B,C,0.8,0.2,false
human,,31,35,B,D,0.9,0.1,false
human,,31,35,B,E,1,0,false
human,,31,35,B,F,0.8,0.2,false
human,,31,35,B,G,1,0,false
human,,31,35,B,H,1,0,false
human,,31,35,C,D,0.7,0.3,false
human,,31,35,C,E,0.4,0.6,true
human,,31,35,C,F,0.8,0.2,false
human,,31,35,C,G,0.8,0.2,false
human,,31,35,C,H,1,0,false
human,,31,35,D,E,0.3,0.7,true
human,,31,35,D,F,0.9,0.1,false
human,,31,35,D,G,0.5,0.5,true
human,,31,35,D,H,0.9,0.1,false
human,,31,35,E,F,1,0,false
human,,31,35,E,G,0.7,0.3,false
human,,31,35,E,H,1,0,false
human,,31,35,F,G,0.4,0.6,true
human,,31,35,F,H,0.4,0.6,true
human,,31,35,G,H,1,0,false
human,,32,36,A,B,1,0,false
human,,32,36,A,C,0.9,0.1,false
human,,32,36,A,D,1,0,false
human,,32,36,A,E,1,0,false
human,,32,36,A,F,1,0,false
human,,32,36,A,G,1,0,false
human,,32,36,A,H,1,0,false
human,,32,36,B,C,1,0,false
human,,32,36,B,D,1,0,false
human,,32,36,B,E,1,0,false
human,,32,36,B,F,1,0,false
human,,32,36,B,G,1,0,false
human,,32,36,B,H,1,0,false
human,,32,36,C,D,1,0,false
human,,32,36,C,E,1,0,false
human,,32,36,C,F,1,0,false
human,,32,36,C,G,1,0,false
human,,32,36,C,H,1,0,false
human,,32,36,D,E,0.9,0.1,false
human,,32,36,D,F,0.9,0.1,false
human,,32,36,D,G,0,1,true
human,,32,36,D,H,1,0,false
human,,32,36,E,F,1,0,false
human,,32,36,E,G,0,1,true
human,,32,36,E,H,1,0,false
human,,32,36,F,G,0,1,true
human,,32,36,F,H,1,0,false
human,,32,36,G,H,1,0,false
human,,33,37,A,B,1,0,false
human,,33,37,A,C,0.9,0.1,false
human,,33,37,A,D,0.7,0.3,false
human,,33,37,A,E,1,0,false
human,,33,37,A,F,1,0,false
human,,33,37,A,G,1,0,false
human,,33,37,A,H,1,0,false
human,,33,37,B,C,0.5,0.5,true
human,,33,37,B,D,0,1,true
human,,33,37,B,E,0.7,0.3,false
human,,33,37,B,F,0.4,0.6,true
human,,33,37,B,G,1,0,false
human,,33,37,B,H,1,0,false
human,,33,37,C,D,0,1,true
human,,33,37,C,E,0.6,0.4,false
human,,33,37,C,F,0.2,0.8,true
human,,33,37,C,G,1,0,false
human,,33,37,C,H,1,0,false
human,,33,37,D,E,0.8,0.2,false
human,,33,37,D,F,1,0,false
human,,33,37,D,G,1,0,false
human,,33,37,D,H,1,0,false
human,,33,37,E,F,0.2,0.8,true
human,,33,37,E,G,0.6,0.4,false
human,,33,37,E,H,0.9,0.1,false
human,,33,37,F,G,0.8,0.2,false
human,,33,37,F,H,1,0,false
human,,33,37,G,H,0.9,0.1,false
human,,34,38,A,B,1,0,false
human,,34,38,A,C,1,0,false
human,,34,38,A,D,1,0,false
human,,34,38,A,E,1,0,false
human,,34,38,A,F,1,0,false
human,,34,38,A,G,1,0,false
human,,34,38,A,H,1,0,false
human,,34,38,B,C,1,0,false
human,,34,38,B,D,1,0,false
human,,34,38,B,E,1,0,false
human,,34,38,B,F,1,0,false
human,,34,38,B,G,1,0,false
human,,34,38,B,H,1,0,false
human,,34,38,C,D,1,0,false
human,,34,38,C,E,1,0,false
human,,34,38,C,F,1,0,false
human,,34,38,C,G,1,0,false
human,,34,38,C,H,1,0,false
human,,34,38,D,E,0.4,0.6,true
human,,34,38,D,F,0.9,0.1,false
human,,34,38,D,G,0,1,true
human,,34,38,D,H,0.5,0.5,true
human,,34,38,E,F,0.6,0.4,false
human,,34,38,E,G,0,1,true
human,,34,38,E,H,0.7,0.3,false
human,,34,38,F,G,0,1,true
human,,34,38,F,H,0.5,0.5,true
human,,34,38,G,H,1,0,false
human,,35,39,A,B,1,0,false
human,,35,39,A,C,0.9,0.1,false
human,,35,39,A,D,1,0,false
human,,35,39,A,E,0.9,0.1,false
human,,35,39,A,F,1,0,false
human,,35,39,A,G,1,0,false
human,,35,39,A,H,1,0,false
human,,35,39,B,C,0.3,0.7,true
human,,35,39,B,D,0,1,true
human,,35,39,B,E,0.8,0.2,false
human,,35,39,B,F,0.2,0.8,true
human,,35,39,B,G,1,0,false
human,,35,39,B,H,1,0,false
human,,35,39,C,D,0.2,0.8,true
human,,35,39,C,E,1,0,false
human,,35,39,C,F,0.7,0.3,false
human,,35,39,C,G,1,0,false
human,,35,39,C,H,1,0,false
human,,35,39,D,E,1,0,false
human,,35,39,D,F,0.9,0.1,false
human,,35,39,D,G,1,0,false
human,,35,39,D,H,1,0,false
human,,35,39,E,F,0.1,0.9,true
human,,35,39,E,G,0.9,0.1,false
human,,35,39,E,H,0.9,0.1,false
human,,35,39,F,G,1,0,false
human,,35,39,F,H,1,0,false
human,,35,39,G,H,1,0,false
human,,36,40,A,B,0,1,true
human,,36,40,A,C,0.2,0.8,true
human,,36,40,A,D,0.9,0.1,false
human,,36,40,A,E,1,0,false
human,,36,40,A,F,1,0,false
human,,36,40,A,G,1,0,false
human,,36,40,A,H,1,0,false
human,,36,40,B,C,0.8,0.2,false
human,,36,40,B,D,1,0,false
human,,36,40,B,E,1,0,false
human,,36,40,B,F,1,0,false
human,,36,40,B,G,1,0,false
human,,36,40,B,H,1,0,false
human,,36,40,C,D,0.9,0.1,false
human,,36,40,C,E,1,0,false
human,,36,40,C,F,1,0,false
human,,36,40,C,G,1,0,false
human,,36,40,C,H,1,0,false
human,,36,40,D,E,1,0,false
human,,36,40,D,F,1,0,false
human,,36,40,D,G,1,0,false
human,,36,40,D,H,1,0,false
human,,36,40,E,F,1,0,false
human,,36,40,E,G,0.9,0.1,false
human,,36,40,E,H,1,0,false
human,,36,40,F,G,0.8,0.2,false
human,,36,40,F,H,1,0,false
human,,36,40,G,H,0.9,0.1,false
human,,37,41,A,B,1,0,false
human,,37,41,A,C,1,0,false
human,,37,41,A,D,1,0,false
human,,37,41,A,E,1,0,false
human,,37,41,A,F,1,0,false
human,,37,41,A,G,1,0,false
human,,37,41,A,H,1,0,false
human,,37,41,B,C,1,0,false
human,,37,41,B,D,1,0,false
human,,37,41,B,E,1,0,false
human,,37,41,B,F,1,0,false
human,,37,41,B,G,1,0,false
human,,37,41,B,H,1,0,false
human,,37,41,C,D,0.9,0.1,false
human,,37,41,C,E,1,0,false
human,,37,41,C,F,1,0,false
human,,37,41,C,G,0.9,0.1,false
human,,37,41,C,H,1,0,false
human,,37,41,D,E,0.8,0.2,false
human,,37,41,D,F,1,0,false
human,,37,41,D,G,1,0,false
human,,37,41,D,H,1,0,false
human,,37,41,E,F,1,0,false
human,,37,41,E,G,1,0,false
human,,37,41,E,H,1,0,false
human,,37,41,F,G,0.2,0.8,true
human,,37,41,F,H,1,0,false
human,,37,41,G,H,1,0,false
human,,38,42,A,B,1,0,false
human,,38,42,A,C,1,0,false
human,,38,42,A,D,0.8,0.2,false
human,,38,42,A,E,1,0,false
human,,38,42,A,F,1,0,false
human,,38,42,A,G,1,0,false
human,,38,42,A,H,1,0,false
human,,38,42,B,C,0.5,0.5,true
human,,38,42,B,D,0,1,true
human,,38,42,B,E,0.8,0.2,false
human,,38,42,B,F,0,1,true
human,,38,42,B,G,1,0,false
human,,38,42,B,H,0.9,0.1,false
human,,38,42,C,D,0,1,true
human,,38,42,C,E,1,0,false
human,,38,42,C,F,0.1,0.9,true
human,,38,42,C,G,1,0,false
human,,38,42,C,H,1,0,false
human,,38,42,D,E,1,0,false
human,,38,42,D,F,0.9,0.1,false
human,,38,42,D,G,1,0,false
human,,38,42,D,H,1,0,false
human,,38,42,E,F,0.1,0.9,true
human,,38,42,E,G,0.9,0.1,false
human,,38,42,E,H,1,0,false
human,,38,42,F,G,1,0,false
human,,38,42,F,H,1,0,false
human,,38,42,G,H,0.9,0.1,false
human,,39,43,A,B,1,0,false
human,,39,43,A,C,1,0,false
human,,39,43,A,D,1,0,false
human,,39,43,A,E,1,0,false
human,,39,43,A,F,1,0,false
human,,39,43,A,G,0.9,0.1,false
human,,39,43,A,H,1,0,false
human,,39,43,B,C,0.6,0.4,false
human,,39,43,B,D,0.6,0.4,false
human,,39,43,B,E,0.6,0.4,false
human,,39,43,B,F,0.9,0.1,false
human,,39,43,B,G,1,0,false
human,,39,43,B,H,1,0,false
human,,39,43,C,D,0.9,0.1,false
human,,39,43,C,E,0.7,0.3,false
human,,39,43,C,F,1,0,false
human,,39,43,C,G,0.9,0.1,false
human,,39,43,C,H,1,0,false
human,,39,43,D,E,0.5,0.5,true
human,,39,43,D,F,1,0,false
human,,39,43,D,G,1,0,false
human,,39,43,D,H,1,0,false
human,,39,43,E,F,0.9,0.1,false
human,,39,43,E,G,1,0,false
human,,39,43,E,H,1,0,false
human,,39,43,F,G,0.9,0.1,false
human,,39,43,F,H,1,0,false
human,,39,43,G,H,1,0,false
human,,40,44,A,B,1,0,false
human,,40,44,A,C,1,0,false
human,,40,44,A,D,1,0,false
human,,40,44,A,E,1,0,false
human,,40,44,A,F,1,0,false
human,,40,44,A,G,1,0,false
human,,40,44,A,H,1,0,false
human,,40,44,B,C,1,0,false
human,,40,44,B,D,1,0,false
human,,40,44,B,E,1,0,false
human,,40,44,B,F,0.9,0.1,false
human,,40,44,B,G,1,0,false
human,,40,44,B,H,1,0,false
human,,40,44,C,D,1,0,false
human,,40,44,C,E,1,0,false
human,,40,44,C,F,1,0,false
human,,40,44,C,G,1,0,false
human,,40,44,C,H,1,0,false
human,,40,44,D,E,0.8,0.2,false
human,,40,44,D,F,1,0,false
human,,40,44,D,G,1,0,false
human,,40,44,D,H,1,0,false
human,,40,44,E,F,0.9,0.1,false
human,,40,44,E,G,1,0,false
human,,40,44,E,H,0.9,0.1,false
human,,40,44,F,G,1,0,false
human,,40,44,F,H,0.1,0.9,true
human,,40,44,G,H,0,1,true
human,,41,45,A,B,0.6,0.4,false
human,,41,45,A,C,0.8,0.2,false
human,,41,45,A,D,1,0,false
human,,41,45,A,E,1,0,false
human,,41,45,A,F,1,0,false
human,,41,45,A,G,1,0,false
human,,41,45,A,H,1,0,false
human,,41,45,B,C,0.9,0.1,false
human,,41,45,B,D,1,0,false
human,,41,45,B,E,1,0,false
human,,41,45,B,F,1,0,false
human,,41,45,B,G,1,0,false
human,,41,45,B,H,1,0,false
human,,41,45,C,D,1,0,false
human,,41,45,C,E,1,0,false
human,,41,45,C,F,0.9,0.1,false
human,,41,45,C,G,1,0,false
human,,41,45,C,H,1,0,false
human,,41,45,D,E,0.7,0.3,false
human,,41,45,D,F,1,0,false
human,,41,45,D,G,0.7,0.3,false
human,,41,45,D,H,1,0,false
human,,41,45,E,F,0.8,0.2,false
human,,41,45,E,G,0.6,0.4,false
human,,41,45,E,H,1,0,false
human,,41,45,F,G,0,1,true
human,,41,45,F,H,1,0,false
human,,41,45,G,H,1,0,false
human,,42,46,A,B,1,0,false
human,,42,46,A,C,1,0,false
human,,42,46,A,D,1,0,false
human,,42,46,A,E,1,0,false
human,,42,46,A,F,1,0,false
human,,42,46,A,G,1,0,false
human,,42,46,A,H,1,0,false
human,,42,46,B,C,1,0,false
human,,42,46,B,D,1,0,false
human,,42,46,B,E,1,0,false
human,,42,46,B,F,1,0,false
human,,42,46,B,G,1,0,false
human,,42,46,B,H,1,0,false
human,,42,46,C,D,0.8,0.2,false
human,,42,46,C,E,1,0,false
human,,42,46,C,F,1,0,false
human,,42,46,C,G,1,0,false
human,,42,46,C,H,1,0,false
human,,42,46,D,E,1,0,false
human,,42,46,D,F,1,0,false
human,,42,46,D,G,1,0,false
human,,42,46,D,H,1,0,false
human,,42,46,E,F,1,0,false
human,,42,46,E,G,0,1,true
human,,42,46,E,H,1,0,false
human,,42,46,F,G,0.2,0.8,true
human,,42,46,F,H,1,0,false
human,,42,46,G,H,1,0,false
human,,43,47,A,B,1,0,false
human,,43,47,A,C,1,0,false
human,,43,47,A,D,1,0,false
human,,43,47,A,E,1,0,false
human,,43,47,A,F,1,0,false
human,,43,47,A,G,1,0,false
human,,43,47,A,H,1,0,false
human,,43,47,B,C,0.9,0.1,false
human,,43,47,B,D,0.9,0.1,false
human,,43,47,B,E,1,0,false
human,,43,47,B,F,1,0,false
human,,43,47,B,G,1,0,false
human,,43,47,B,H,1,0,false
human,,43,47,C,D,0.3,0.7,true
human,,43,47,C,E,1,0,false
human,,43,47,C,F,0.9,0.1,false
human,,43,47,C,G,1,0,false
human,,43,47,C,H,1,0,false
human,,43,47,D,E,1,0,false
human,,43,47,D,F,1,0,false
human,,43,47,D,G,1,0,false
human,,43,47,D,H,1,0,false
human,,43,47,E,F,0.1,0.9,true
human,,43,47,E,G,1,0,false
human,,43,47,E,H,1,0,false
human,,43,47,F,G,1,0,false
human,,43,47,F,H,1,0,false
human,,43,47,G,H,1,0,false
human,,44,48,A,B,1,0,false
human,,44,48,A,C,0.9,0.1,false
human,,44,48,A,D,1,0,false
human,,44,48,A,E,1,0,false
human,,44,48,A,F,1,0,false
human,,44,48,A,G,1,0,false
human,,44,48,A,H,1,0,false
human,,44,48,B,C,1,0,false
human,,44,48,B,D,1,0,false
human,,44,48,B,E,1,0,false
human,,44,48,B,F,1,0,false
human,,44,48,B,G,1,0,false
human,,44,48,B,H,1,0,false
human,,44,48,C,D,1,0,false
human,,44,48,C,E,1,0,false
human,,44,48,C,F,1,0,false
human,,44,48,C,G,1,0,false
human,,44,48,C,H,1,0,false
human,,44,48,D,E,0.1,0.9,true
human,,44,48,D,F,0.2,0.8,true
human,,44,48,D,G,1,0,false
human,,44,48,D,H,0.3,0.7,true
human,,44,48,E,F,0.9,0.1,false
human,,44,48,E,G,0.9,0.1,false
human,,44,48,E,H,0.9,0.1,false
human,,44,48,F,G,0.9,0.1,false
human,,44,48,F,H,0.6,0.4,false
human,,44,48,G,H,0.4,0.6,true
human,,45,49,A,B,1,0,false
human,,45,49,A,C,0.9,0.1,false
human,,45,49,A,D,0.9,0.1,false
human,,45,49,A,E,0.9,0.1,false
human,,45,49,A,F,1,0,false
human,,45,49,A,G,1,0,false
human,,45,49,A,H,1,0,false
human,,45,49,B,C,0.2,0.8,true
human,,45,49,B,D,0,1,true
human,,45,49,B,E,0.4,0.6,true
human,,45,49,B,F,1,0,false
human,,45,49,B,G,1,0,false
human,,45,49,B,H,1,0,false
human,,45,49,C,D,0,1,true
human,,45,49,C,E,0.7,0.3,false
human,,45,49,C,F,1,0,false
human,,45,49,C,G,1,0,false
human,,45,49,C,H,1,0,false
human,,45,49,D,E,1,0,false
human,,45,49,D,F,1,0,false
human,,45,49,D,G,1,0,false
human,,45,49,D,H,1,0,false
human,,45,49,E,F,1,0,false
human,,45,49,E,G,1,0,false
human,,45,49,E,H,1,0,false
human,,45,49,F,G,0,1,true
human,,45,49,F,H,1,0,false
human,,45,49,G,H,1,0,false
human,,46,51,A,B,0.9,0.1,false
human,,46,51,A,C,1,0,false
human,,46,51,A,D,1,0,false
human,,46,51,A,E,1,0,false
human,,46,51,A,F,1,0,false
human,,46,51,A,G,1,0,false
human,,46,51,A,H,1,0,false
human,,46,51,B,C,0.8,0.2,false
human,,46,51,B,D,1,0,false
human,,46,51,B,E,0.9,0.1,false
human,,46,51,B,F,1,0,false
human,,46,51,B,G,1,0,false
human,,46,51,B,H,1,0,false
human,,46,51,C,D,1,0,false
human,,46,51,C,E,1,0,false
human,,46,51,C,F,0.9,0.1,false
human,,46,51,C,G,1,0,false
human,,46,51,C,H,1,0,false
human,,46,51,D,E,0,1,true
human,,46,51,D,F,0.8,0.2,false
human,,46,51,D,G,1,0,false
human,,46,51,D,H,1,0,false
human,,46,51,E,F,1,0,false
human,,46,51,E,G,1,0,false
human,,46,51,E,H,1,0,false
human,,46,51,F,G,1,0,false
human,,46,51,F,H,1,0,false
human,,46,51,G,H,0.9,0.1,false
human,,47,52,A,B,0.2,0.8,true
human,,47,52,A,C,0.9,0.1,false
human,,47,52,A,D,1,0,false
human,,47,52,A,E,0.7,0.3,false
human,,47,52,A,F,1,0,false
human,,47,52,A,G,1,0,false
human,,47,52,A,H,1,0,false
human,,47,52,B,C,1,0,false
human,,47,52,B,D,0.9,0.1,false
human,,47,52,B,E,0.9,0.1,false
human,,47,52,B,F,1,0,false
human,,47,52,B,G,1,0,false
human,,47,52,B,H,0.9,0.1,false
human,,47,52,C,D,0.6,0.4,false
human,,47,52,C,E,0.9,0.1,false
human,,47,52,C,F,0.9,0.1,false
human,,47,52,C,G,1,0,false
human,,47,52,C,H,0.8,0.2,false
human,,47,52,D,E,0.9,0.1,false
human,,47,52,D,F,0.8,0.2,false
human,,47,52,D,G,1,0,false
human,,47,52,D,H,0.7,0.3,false
human,,47,52,E,F,0.5,0.5,true
human,,47,52,E,G,0.9,0.1,false
human,,47,52,E,H,1,0,false
human,,47,52,F,G,1,0,false
human,,47,52,F,H,0.9,0.1,false
human,,47,52,G,H,0,1,true
human,,48,53,A,B,1,0,false
human,,48,53,A,C,1,0,false
human,,48,53,A,D,1,0,false
human,,48,53,A,E,0.8,0.2,false
human,,48,53,A,F,0.9,0.1,false
human,,48,53,A,G,1,0,false
human,,48,53,A,H,1,0,false
human,,48,53,B,C,0.1,0.9,true
human,,48,53,B,D,0.9,0.1,false
human,,48,53,B,E,0,1,true
human,,48,53,B,F,0.9,0.1,false
human,,48,53,B,G,1,0,false
human,,48,53,B,H,1,0,false
human,,48,53,C,D,1,0,false
human,,48,53,C,E,0,1,true
human,,48,53,C,F,1,0,false
human,,48,53,C,G,1,0,false
human,,48,53,C,H,1,0,false
human,,48,53,D,E,0,1,true
human,,48,53,D,F,0.9,0.1,false
human,,48,53,D,G,1,0,false
human,,48,53,D,H,1,0,false
human,,48,53,E,F,1,0,false
human,,48,53,E,G,1,0,false
human,,48,53,E,H,1,0,false
human,,48,53,F,G,1,0,false
human,,48,53,F,H,1,0,false
human,,48,53,G,H,0.1,0.9,true
human,,49,54,A,B,1,0,false
human,,49,54,A,C,1,0,false
human,,49,54,A,D,1,0,false
human,,49,54,A,E,1,0,false
human,,49,54,A,F,1,0,false
human,,49,54,A,G,1,0,false
human,,49,54,A,H,1,0,false
human,,49,54,B,C,1,0,false
human,,49,54,B,D,0,1,true
human,,49,54,B,E,1,0,false
human,,49,54,B,F,0,1,true
human,,49,54,B,G,1,0,false
human,,49,54,B,H,1,0,false
human,,49,54,C,D,0,1,true
human,,49,54,C,E,1,0,false
human,,49,54,C,F,0,1,true
human,,49,54,C,G,1,0,false
human,,49,54,C,H,1,0,false
human,,49,54,D,E,1,0,false
human,,49,54,D,F,1,0,false
human,,49,54,D,G,1,0,false
human,,49,54,D,H,1,0,false
human,,49,54,E,F,0,1,true
human,,49,54,E,G,1,0,false
human,,49,54,E,H,1,0,false
human,,49,54,F,G,1,0,false
human,,49,54,F,H,1,0,false
human,,49,54,G,H,1,0,false
human,,50,55,A,B,1,0,false
human,,50,55,A,C,1,0,false
human,,50,55,A,D,1,0,false
human,,50,55,A,E,1,0,false
human,,50,55,A,F,1,0,false
human,,50,55,A,G,1,0,false
human,,50,55,A,H,1,0,false
human,,50,55,B,C,1,0,false
human,,50,55,B,D,1,0,false
human,,50,55,B,E,1,0,false
human,,50,55,B,F,1,0,false
human,,50,55,B,G,1,0,false
human,,50,55,B,H,1,0,false
human,,50,55,C,D,1,0,false
human,,50,55,C,E,1,0,false
human,,50,55,C,F,1,0,false
human,,50,55,C,G,1,0,false
human,,50,55,C,H,1,0,false
human,,50,55,D,E,1,0,false
human,,50,55,D,F,1,0,false
human,,50,55,D,G,1,0,false
human,,50,55,D,H,1,0,false
human,,50,55,E,F,1,0,false
human,,50,55,E,G,1,0,false
human,,50,55,E,H,1,0,false
human,,50,55,F,G,1,0,false
human,,50,55,F,H,1,0,false
human,,50,55,G,H,0.1,0.9,true
human,,51,57,A,B,1,0,false
human,,51,57,A,C,1,0,false
human,,51,57,A,D,0.9,0.1,false
human,,51,57,A,E,1,0,false
human,,51,57,A,F,0.9,0.1,false
human,,51,57,A,G,1,0,false
human,,51,57,A,H,1,0,false
human,,51,57,B,C,0.8,0.2,false
human,,51,57,B,D,0.4,0.6,true
human,,51,57,B,E,1,0,false
human,,51,57,B,F,1,0,false
human,,51,57,B,G,1,0,false
human,,51,57,B,H,1,0,false
human,,51,57,C,D,0,1,true
human,,51,57,C,E,0.9,0.1,false
human,,51,57,C,F,0.8,0.2,false
human,,51,57,C,G,0.9,0.1,false
human,,51,57,C,H,1,0,false
human,,51,57,D,E,1,0,false
human,,51,57,D,F,1,0,false
human,,51,57,D,G,0.9,0.1,false
human,,51,57,D,H,1,0,false
human,,51,57,E,F,0,1,true
human,,51,57,E,G,0,1,true
human,,51,57,E,H,0.4,0.6,true
human,,51,57,F,G,0.2,0.8,true
human,,51,57,F,H,0.9,0.1,false
human,,51,57,G,H,0.9,0.1,false
human,,52,58,A,B,1,0,false
human,,52,58,A,C,1,0,false
human,,52,58,A,D,1,0,false
human,,52,58,A,E,1,0,false
human,,52,58,A,F,1,0,false
human,,52,58,A,G,1,0,false
human,,52,58,A,H,1,0,false
human,,52,58,B,C,0,1,true
human,,52,58,B,D,1,0,false
human,,52,58,B,E,0.7,0.3,false
human,,52,58,B,F,1,0,false
human,,52,58,B,G,1,0,false
human,,52,58,B,H,0.9,0.1,false
human,,52,58,C,D,1,0,false
human,,52,58,C,E,1,0,false
human,,52,58,C,F,1,0,false
human,,52,58,C,G,1,0,false
human,,52,58,C,H,1,0,false
human,,52,58,D,E,0,1,true
human,,52,58,D,F,1,0,false
human,,52,58,D,G,0.8,0.2,false
human,,52,58,D,H,1,0,false
human,,52,58,E,F,1,0,false
human,,52,58,E,G,1,0,false
human,,52,58,E,H,1,0,false
human,,52,58,F,G,1,0,false
human,,52,58,F,H,1,0,false
human,,52,58,G,H,1,0,false
human,,53,60,A,B,0.9,0.1,false
human,,53,60,A,C,0.9,0.1,false
human,,53,60,A,D,1,0,false
human,,53,60,A,E,1,0,false
human,,53,60,A,F,1,0,false
human,,53,60,A,G,1,0,false
human,,53,60,A,H,1,0,false
human,,53,60,B,C,0.9,0.1,false
human,,53,60,B,D,1,0,false
human,,53,60,B,E,1,0,false
human,,53,60,B,F,1,0,false
human,,53,60,B,G,1,0,false
human,,53,60,B,H,1,0,false
human,,53,60,C,D,1,0,false
human,,53,60,C,E,1,0,false
human,,53,60,C,F,1,0,false
human,,53,60,C,G,1,0,false
human,,53,60,C,H,1,0,false
human,,53,60,D,E,1,0,false
human,,53,60,D,F,1,0,false
human,,53,60,D,G,1,0,false
human,,53,60,D,H,1,0,false
human,,53,60,E,F,0.3,0.7,true
human,,53,60,E,G,1,0,false
human,,53,60,E,H,0.9,0.1,false
human,,53,60,F,G,1,0,false
human,,53,60,F,H,0.9,0.1,false
human,,53,60,G,H,0,1,true
human,,54,61,A,B,1,0,false
human,,54,61,A,C,1,0,false
human,,54,61,A,D,0.4,0.6,true
human,,54,61,A,E,1,0,false
human,,54,61,A,F,1,0,false
human,,54,61,A,G,1,0,false
human,,54,61,A,H,1,0,false
human,,54,61,B,C,1,0,false
human,,54,61,B,D,0.1,0.9,true
human,,54,61,B,E,1,0,false
human,,54,61,B,F,0.9,0.1,false
human,,54,61,B,G,1,0,false
human,,54,61,B,H,1,0,false
human,,54,61,C,D,0,1,true
human,,54,61,C,E,1,0,false
human,,54,61,C,F,0.4,0.6,true
human,,54,61,C,G,1,0,false
human,,54,61,C,H,1,0,false
human,,54,61,D,E,1,0,false
human,,54,61,D,F,1,0,false
human,,54,61,D,G,1,0,false
human,,54,61,D,H,1,0,false
human,,54,61,E,F,0,1,true
human,,54,61,E,G,0.8,0.2,false
human,,54,61,E,H,1,0,false
human,,54,61,F,G,1,0,false
human,,54,61,F,H,1,0,false
human,,54,61,G,H,1,0,false
human,,55,63,A,B,0,1,true
human,,55,63,A,C,0,1,true
human,,55,63,A,D,0.8,0.2,false
human,,55,63,A,E,0.1,0.9,true
human,,55,63,A,F,1,0,false
human,,55,63,A,G,1,0,false
